"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=rugosa&interval=Ordovician,Devonian"
"Access Time","Fri 2026-01-02 01:59:02 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","rugosa"
"","interval","Ordovician,Devonian"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.282"
"Records Found","9417"
"Records Returned","9417"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"10866","occ","","","626","Neostringophyllum sp.","genus","103491","species not entered","Grypophyllum","genus","5468","Givetian","","387.95","382.31","61512"
"10867","occ","","","626","Australophyllum sp.","genus","5194","","Australophyllum","genus","5194","Givetian","","387.95","382.31","61512"
"10868","occ","","","626","Heliophyllum sp.","genus","5489","","Heliophyllum","genus","5489","Givetian","","387.95","382.31","61512"
"10869","occ","","","626","Cyathophyllum sp.","genus","5338","","Cyathophyllum","genus","5338","Givetian","","387.95","382.31","61512"
"10870","occ","","","626","Sinospongophyllum sp.","genus","110459","species not entered","Tabulophyllum","genus","5978","Givetian","","387.95","382.31","61512"
"10871","occ","","","626","Stringophyllum sp.","genus","5954","","Stringophyllum","genus","5954","Givetian","","387.95","382.31","61512"
"10872","occ","","","626","Lekanophyllum sp.","genus","110923","","Lekanophyllum","genus","5577","Givetian","","387.95","382.31","61512"
"10873","occ","","","626","Cystiphylloides sp.","genus","110926","","Cystiphylloides","genus","5348","Givetian","","387.95","382.31","61512"
"10874","occ","","","626","Atelophyllum sp.","subgenus","110925","species not entered","Mesophyllum (Atelophyllum)","subgenus","110925","Givetian","","387.95","382.31","61512"
"10986","occ","","","629","Metriophyllum sp.","genus","5632","","Metriophyllum","genus","5632","Frasnian","","382.31","372.15","60949"
"11007","occ","","","630","? Dendrostella sp.","genus","5365","","Dendrostella","genus","5365","Frasnian","","382.31","372.15","60949"
"11008","occ","","","630","Phillipsastrea sp.","genus","5775","","Phillipsastrea","genus","5775","Frasnian","","382.31","372.15","60949"
"11009","occ","","","630","Tabulophyllum sp.","genus","5978","","Tabulophyllum","genus","5978","Frasnian","","382.31","372.15","60949"
"11019","occ","","","631","Acinophyllum sp.","genus","5118","","Acinophyllum","genus","5118","Frasnian","","382.31","372.15","60949"
"11020","occ","","","631","Prismatophyllum sp.","genus","5799","","Prismatophyllum","genus","5799","Frasnian","","382.31","372.15","60949"
"11137","occ","","","643","Neozaphrentis parasitica","genus","5683","species not entered","Neozaphrentis","genus","5683","Late Famennian","","365.2","358.86","61147"
"11150","occ","","","644","Zaphrentis sp.","genus","111319","species not entered","Zaphrenthis","genus","6080","Late Famennian","","365.2","358.86","13436"
"11243","occ","","","648","Streptelasmatidae indet.","family","86508","","Streptelasmatidae","family","86508","Early Emsian","","410.62","399.5","60971"
"11244","occ","","","648","Syringaxon sp.","genus","5975","","Syringaxon","genus","5975","Early Emsian","","410.62","399.5","60971"
"11245","occ","","","648","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Early Emsian","","410.62","399.5","60971"
