"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=labechiida"
"Access Time","Fri 2026-01-02 02:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","labechiida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0173"
"Records Found","623"
"Records Returned","623"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"153359","occ","","","13616","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"153484","occ","","","13618","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"153578","occ","","","13620","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"153615","occ","","","13621","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"153630","occ","","","13622","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"153654","occ","","","13623","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludfordian","","425","422.7","6128"
"205766","occ","","","22960","Labechia huronense","genus","3395","species not entered","Labechia","genus","3395","Richmondian","","449.6","445.5","6608"
"206464","occ","","","23006","Beatricea nodulosa","species","405744","","Beatricea nodulosa","species","405744","Maysvillian","","450.2","449.6","6140"
"206685","occ","","","23018","Aulacera undulata","species","328907","","Aulacera undulata","species","328907","Richmondian","Gamachian","449.6","443.1","6140"
"206789","occ","","","23026","Beatricea nodulosa","species","405744","","Beatricea nodulosa","species","405744","Richmondian","Gamachian","449.6","443.1","6140"
"206854","occ","","","23031","Beatricea clarki n. sp.","genus","159451","species not entered","Aulacera","genus","3351","Richmondian","Gamachian","449.6","443.1","6140"
