min_ma,max_ma,r_number,name,country,formation,system,series,intervall,time_slice,reliabilit,subsurface,type,thickness,m_thick,width,m_width,extension,m_ext,ext_belt
445.2,453,4076,Wu?�ai village of Songfan Town,China,Upper Sanqushan,Ordovician,Upper Ordovician,late Katian,5,2,0,1,3,120,,,,,
201.3,228,151,"Rowley Terrace, N",Australia,,Triassic,Upper Triassic,Norian/Rhaetian,18,2,1,,2,,,,3,,10
13.8,16,4297,IODP-U1464,Australia,Unknown,Neogene,Miocene,Langhian,31,2,1,1,2,,3,,4,,1600
11.6,13.8,4298,IODP-U1464,Australia,Unknown,Neogene,Miocene,Serravallian,31,2,1,1,2,,3,,4,,1600
5.3,11.6,4308,"MioR-3 - Rowley Shoals, near Cunningham island",Australia,Unknown,Neogene,Miocene,late Miocene,32,1,1,1,4,,4,,4,,250
13.8,16,4299,Minilya-1,Australia,Unknown,Neogene,Miocene,Langhian,31,2,1,1,2,,3,,4,,1600
11.6,13.8,4300,Minilya-1,Australia,Unknown,Neogene,Miocene,Serravallian,31,2,1,1,2,,3,,4,,1600
445.2,453,931,"Changshan, Zhejiang",China,Sanjushan,Ordovician,Upper Ordovician,late Katian,5,3,0,1,3,150,,,4,9000,
11.6,16,856,"Cagayan Ridge, Sulu Sea",Philippines,,Neogene,Miocene,Middle Miocene,31,1,1,,,,,,,,
16,23,762,"Nido, off Palawan",Philippines,,Neogene,Miocene,lower Miocene,31,2,1,1,3,300,,,4,,2
28.1,33.9,763,"Malampaya, Palawan",Philippines,,Paleogene,Oligocene,Rupelian,29,2,1,2,2,,,,3,,25
20.4,28.1,764,"Malampaya II, Palawan",Philippines,,Paleogene,Oligocene,Chattian/Aquitanian,30,2,1,2,3,,,,4,,25
16,20.4,765,"Malampaya III, Palawan",Philippines,,Neogene,Miocene,Burdigalian,31,2,1,2,2,,,,2,,25
16,23,2688,"Tende Hantu Mts., Mangkalihat, Borneo",Indonesia,Tendehantu,Neogene,Miocene,Early Miocene,31,2,0,1,2,,,,4,,50
16,23,2693,"Teluk-Landas, Mangkalihat, Borneo",Indonesia,,Neogene,Miocene,Early Miocene,31,2,0,1,2,,,,4,,50
11.6,16,2694,"Teluk-Landas, Mangkalihat, Borneo",Indonesia,,Neogene,Miocene,Middle Miocene,31,2,0,1,2,,,,4,,50
0,0.1,3945,"Tuturinguen Point, Palawan Island",Philippines,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,,,,,,,
5.3,11.6,4307,MioR-3 - Rowley Shoals,Australia,Unknown,Neogene,Miocene,late Miocene,32,1,1,1,4,,3,,4,,250
2.6,5.3,4332,"Quarry 23, Dent Peninsula, Sabah",Malaysia,Togopi,Neogene,Pliocene,Pliocene,32,1,0,,2,,2,,3,,
265.1,268.8,273,"El Nido, Philippines",Philippines,,Permian,Guadalupian,Wordian,16,2,0,4,1,,,,1,,8
5.3,11.6,4309,"MioR-3 - Rowley Shoals, East of Mermaid Reef",Australia,Unknown,Neogene,Miocene,late Miocene,32,1,1,1,4,,4,,4,,250
13.8,16,4301,East Mermaid-1,Australia,Unknown,Neogene,Miocene,Langhian,31,2,1,1,2,,3,,4,,1600
11.6,13.8,4302,East Mermaid-1,Australia,Unknown,Neogene,Miocene,Serravallian,31,2,1,1,2,,3,,4,,1600
5.3,11.6,4310,MioR-3 - East of Rowley Shoals,Australia,Unknown,Neogene,Miocene,late Miocene,32,1,1,1,4,,3,,4,,250
542,800,922,"Dashitou, Zhejiang",China,,Ediacaran,Ediacaran,late Xifengshi epoch,0,1,0,2,2,46,,,4,,170
497,500.5,2303,"Qinhuangdao, Hebei",China,Gushan,Cambrian,Series 3,Gushanian,2,3,0,3,1,,,,1,,5
265.1,265.1,3068,"Lengwu, Tonglu, Zhejiang",China,Lengwu,Permian,Guadalupian,upper Maokouan,16,2,0,2,3,115,2,,3,,
33.9,38,3201,"Bulo Bunting, Barru, Sulawesi",Indonesia,Tonasa,Paleogene,Eocene,Upper Eocene,29,2,0,1,,,,,,,
542,800,923,"Shiqian, Zhejiang",China,,Ediacaran,Ediacaran,late Xifengshi epoch,0,2,0,2,2,,,,4,,170
201.3,208.5,43,"Malajon, Palawan",Philippines,Coron,Triassic,Upper Triassic,Rhaetian,18,2,0,1,2,40,2,,3,,15
5.3,11.6,2132,"Sengkang, Sulawesi",Indonesia,Tacipi,Neogene,Miocene,Upper Miocene,32,2,1,1,3,270,,,4,,50
5.3,11.6,4311,MioR-3 - East of Rowley Shoals,Australia,Unknown,Neogene,Miocene,late Miocene,32,1,1,1,3,,4,,4,,250
5.3,11.6,2211,"Kampung Baru Field, Sulawesi",Indonesia,Tacipi,Neogene,Miocene,Upper Miocene,32,2,1,,3,200,,,4,,50
11.6,16,2134,"Palonki, Northern Bone, Sulawesi",Indonesia,,Neogene,Miocene,Middle Miocene,31,2,0,1,,,,,,,10
5.3,11.6,2133,"Northern Bone Region, Sulawesi",Indonesia,,Neogene,Miocene,Upper Miocene,32,2,1,1,3,,,,4,,50
208.5,228,145,Coron Island,Philippines,,Triassic,Upper Triassic,Norian,18,1,0,2,2,,,,4,,15
1.8,2.5,3269,Kaohsiung,Taiwan,Gutingkeng,Quarternary,Pleistocene,lower Pleistocene,33,3,0,1,1,5,1,,2,,
16,17.5,4303,Barcoo-1,Australia,Unknown,Neogene,Miocene,upper Burdigalian,31,2,1,1,2,,3,,4,,2000
11.6,13.8,4306,Brecknock 1,Australia,Unknown,Neogene,Miocene,Serravallian,31,3,1,1,4,,4,,4,,1600
13.8,16,4103,Barcoo 1,Australia,,Neogene,Miocene,Langhian,31,1,1,1,4,,4,,4,,250
251.9,254.1,4351,"Songshan, Wuxi, Jiangsu",China,Changxing,Permian,Lopingian,Changhsingian,16,3,0,2,2,101,,,,,
5.3,11.6,4105,Lombardina 1,Australia,,Neogene,Miocene,Tortonian-Messinian,32,1,1,1,2,,3,,4,,
201.3,208.5,147,E-Sulawesi,Indonesia,,Triassic,Upper Triassic,Rhaetian,18,3,0,2,2,,,,2,,30
16,23,4104,Brecknock 1,Australia,,Neogene,Miocene,Aquitanian-Burdigalian,30,1,1,1,4,,4,,4,,250
13.8,16,4305,Brecknock 1,Australia,Unknown,Neogene,Miocene,Langhian,31,3,1,1,4,,4,,4,,1600
7.3,11.6,4212,"Browse Basin, Unit 3",Australia,Oliver,Neogene,Miocene,Tortonian,32,2,1,,2,,2,,4,6000,6
387.7,393.3,2553,"Hingganling ranges, Inner Mongolia",China,Hoboshan,Devonian,Middle Devonian,upper Eifelian,9,3,0,,,,,,,,
382.7,387.7,2554,"Hingganling ranges, Inner Mongolia",China,Hoboshan,Devonian,Middle Devonian,lower Givetian,10,3,0,,,,,,,,
5.3,11.6,4106,Lynher 1,Australia,,Neogene,Miocene,Upper Miocene,32,1,0,,4,,4,,4,,20
9,11.6,4107,North Scott Reef 1,Australia,,Neogene,Miocene,lower Tortonian,32,3,1,1,,,,,,,
485,497,2837,"Fuzhouwan, Lianoning",China,,Cambrian,,Upper Cambrian,3,1,0,3,1,,,,,,
485,497,2674,"Fuzhouwan, Liaoning",China,,Cambrian,,Upper Cambrian,3,2,0,,,,,,,,
509,514,3765,"Hulutao, Liaodong Peninsula, Liaoning",China,Jianchang,Cambrian,Series 2,Botomian,1,2,0,,,,,,,,
323.2,358.9,4227,"Quingdao Depression, CZ12-1-1",China,Hezhou,Carboniferous,Mississippian,Lower Carboniferous,11,1,1,3,3,,3,,,,
5.3,7.3,4211,"Browse Basin, Unit 4",Australia,Oliver,Neogene,Miocene,Messinian,32,1,1,,2,,2,,4,6000,6
11.6,16,4213,"Browse Basin, Unit 2",Australia,Oliver,Neogene,Miocene,mid- Miocene,31,2,1,,4,,4,,4,27000,27
16,17.5,4214,"Browse Basin, Unit 1",Australia,Oliver,Neogene,Miocene,upper Burdigalian,31,1,1,,4,,3,,4,,
13.8,16,879,W-Panay,Philippines,,Neogene,Miocene,early Middle Miocene,31,2,0,1,2,,,,4,,30
387.7,407.6,2859,"Unur, Inner Mongolia",China,Unur,Devonian,Lower Devonian,Emsian-Eifelian,9,2,0,,2,,,,,,
247.2,251.9,4228,Well WX5-ST1,China,Qinglong,Triassic,Lower Triassic,Scythian,17,1,0,3,2,25,2,,,,
5.3,11.6,880,"Iloilo, Panay",Philippines,,Neogene,Miocene,Upper Miocene,32,2,0,1,3,,,,4,,30
5.3,11.6,874,"Negros, Philippines",Philippines,,Neogene,Miocene,Upper Miocene,32,2,0,1,3,,,,4,,50
509,514,1782,"Aldan IV, Yakutiya, Siberia",Russia,,Cambrian,Series 2,Botomian,1,2,1,1,2,,,,4,,800
521,529,1834,"Olenyek Uplift, Siberia",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,3,0,2,1,,,,1,,
458.4,467.3,2954,"Admiral Bay Fault, Canning Basin",Australia,Goldwyer,Ordovician,Middle Ordovician,lower Darriwilian,5,3,1,1,3,330,,,4,1000,16
2.6,3.6,3286,"Yonakuni-jima, Ryukyu Islands",Japan,,Neogene,Pliocene,late Pliocene,32,3,0,1,2,,2,,4,,1100
23,28.1,885,"Trankalan Range, Negros",Philippines,,Paleogene,Oligocene,Late Oligocene,30,2,0,2,2,,,,3,,10
307,315.2,4140,"Benxi Area, Liaoning",China,Unknown,Carboniferous,Pennsylvanian,Moscovian,13,3,0,1,1,4,,,,,
0,5.3,3586,Timor,Indonesia,,Neogene,Pliocene,Pliocene/Pleistocene,32,2,0,4,1,,1,,1,,
382.7,387.7,1040,"Bol-shoy Ol doy River, Amur",Russia,,Devonian,Middle Devonian,Givetian,10,2,0,,,,,,,,
13.8,16,872,"Cebu, Philippines",Philippines,,Neogene,Miocene,early Middle Miocene,31,2,0,1,3,,,,4,,30
5.3,11.6,873,"Cebu II, Philippines",Philippines,,Neogene,Miocene,Upper Miocene,32,2,0,1,3,,,,4,,30
2.6,3.6,3288,"Hateruma-jima, Ryukyu Islands",Japan,,Neogene,Pliocene,late Pliocene,32,3,0,1,2,,2,,4,,1100
0,0.1,3948,"Panglao Island, MIS 5",Philippines,,Quarternary,Pleistocene,late Pleistocene,33,3,0,1,,,,,,,
0.1,0.8,3947,"Panglao Island, MIS 7",Philippines,,Quarternary,Pleistocene,middle Pleistocene,33,3,0,1,,,,,,,
23,28.1,884,"Cebu III, Philippines",Philippines,,Paleogene,Oligocene,Late Oligocene,30,2,0,1,2,,,,2,,30
5.3,11.6,887,Santan well,Philippines,,Neogene,Miocene,Upper Miocene,32,1,1,2,2,,,,3,,
113,129.4,2003,"Cebu City, Cebu",Philippines,,Cretaceous,Lower Cretaceous,Barremian-Aptian,23,1,0,4,1,,,,,,
497,500.5,2872,"Bappagai Well, Tankhai-Ust-Mil, Siberia",Russia,,Cambrian,Series 3,Mayan,2,3,1,2,3,320,,,4,2000,
208.5,228,99,SW-Timor,Indonesia,,Triassic,Upper Triassic,Norian,18,2,0,2,3,,,,3,,
0,0.1,3946,Mactan Island,Philippines,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,,,,,,,
5.3,11.6,876,Bohol,Philippines,,Neogene,Miocene,Upper Miocene,32,2,0,1,3,,,,4,,20
2.6,3.6,3287,"Ishigaki-jima, Ryukyu Islands",Japan,,Neogene,Pliocene,late Pliocene,32,3,0,1,2,,2,,4,,1100
0,0,3,"Shiraho, W-Pacific",Pacific,,Quarternary,Holocene,Holocene,34,3,0,1,,,,,3,,25
11.6,13.8,877,"Pacijan, Camotes Isls., Philippines",Philippines,,Neogene,Miocene,late middle Miocene,31,2,0,1,2,,,,4,,20
11.6,13.8,875,"NW-Leyte, Philippines",Philippines,,Neogene,Miocene,upper middle Miocene,31,2,0,1,3,,,,4,,20
259.8,272.3,2942,"Basleo, Timor",Indonesia,unknown," 	Permian",Guadalupian,Guadalupian,16,1,0,,,,,,,,
2.6,3.6,2944,"Nikiniki, Timor",Indonesia,,Neogene,Pliocene,Upper Pliocene,32,3,0,1,,,,,,,
0.1,0.8,3953,"Kabola Peninsula, Alor Island",Indonesia,,Quarternary,Pleistocene,middle Pleistocene,33,3,0,1,,,,,,,
0,0.1,3954,"Kabola Peninsula, Alor Island",Indonesia,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,,,,,,,
0.8,3.6,3365,"Opol, Oriental Misamis, Mindanao",Philippines,,Quarternary,Pleistocene,late Pliocene-Pleistocene,33,2,0,1,,,,,,,
358.9,372.2,4070,"Chedda Cliffs, Lennard Shelf",Australia,,Devonian,Upper Devonian,Famennian,11,3,0,2,1,,1,,1,,
372.2,382.7,4018,"Napier Range, Canning Basin",Australia,Pillara,Devonian,Upper Devonian,late Frasnian,10,3,0,4,1,,,,,,
372.2,382.7,4019,"Dingo Gap, Napier Range, Canning Basin",Australia,Napier,Devonian,Upper Devonian,latest Frasnian,10,3,0,4,1,,,,,,
521,529,3753,"Titirikteekh Creek, Lena River",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,2,0,2,2,45,2,,2,,
358.9,372.2,1578,"Windjana Gorge II, Canning Basin",Australia,,Devonian,Upper Devonian,lower Famennian,10,3,0,1,2,,,,4,,350
372.2,382.7,1574,"Windjana Gorge, Canning Basin",Australia,Pillara,Devonian,Upper Devonian,Frasnian,10,2,0,1,2,,,,4,,350
358.9,372.2,1576,"Oscar Range NW, Canning Basin",Australia,,Devonian,Upper Devonian,lower Famennian,10,3,0,1,2,,,,4,,350
11.6,16,878,"San Jose de Buan, Samar, Philippines",Philippines,,Neogene,Miocene,Middle Miocene,31,2,0,1,3,,,,4,,25
387.7,393.3,2549,Amur River,Russia,,Devonian,Middle Devonian,Eifelian,9,2,0,,3,500,,,4,,300
521,529,1830,"Churan, Lena River, Siberia",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,3,0,2,1,,,,1,,20
0,0.1,3962,"Core CR 14, offshore Irabu Island",Japan,,Quarternary,Pleistocene,upper Pleistocene,33,3,1,2,2,15,1,,2,,
358.9,372.2,3897,"Elimberrie bioherm, Oscar Range",Australia,Napier,Devonian,Upper Devonian,Famennian,11,2,0,2,2,100,3,,3,,
0.8,2.6,3812,"Irabu-jima, Okinawa",Japan,,Quarternary,Pleistocene,lower-middle Pleistocene,33,2,0,1,2,80,2,,3,,10
11.6,16,2093,"Eucla Shelf W, Great Austr",Australia,,Neogene,Miocene,Middle Miocene,31,1,1,1,3,,,,4,,475
529,541,2803,"Isit, Lena River",Russia,Tolba,Cambrian,Terreneuvian,Nemakit-Daldynian,1,2,0,1,1,,,,1,,
2.6,3.6,3285,"Miyako-jima, Ryukyu Islands",Japan,,Neogene,Pliocene,late Pliocene,32,3,0,1,2,,2,,4,,1100
521,529,3755,"Bydyangaya Creek, Lena River",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,2,0,2,2,,1,,2,,
372.2,382.7,1577,"Oscar Range SE, Canning Basin",Australia,Pillara,Devonian,Upper Devonian,Frasnian,10,2,0,1,3,,,,4,,350
521,529,3032,Ch osan,North Korea,Montoan Shale,Cambrian,,Lower Cambrian,1,1,0,3,,,,,,,
497,509,3034,Ch osan,North Korea,Fuchoan,Cambrian,Series 3,Middle Cambrian,2,1,0,,2,40,,,,,5
283.5,290.1,379,"Hatu Dame, Timor",Timor,,Permian,Cisuralian,Artinskian,15,1,0,4,1,,,,2,,
470,477.7,3031,Hwangju District,North Korea,Songnim,Ordovician,Lower Ordovician,Upper Lower Ordovician?,4,1,0,3,2,,,,,,
470,485.4,3035,Hwangju District,North Korea,Songnim,Ordovician,Lower Ordovician,Lower Ordovician,3,1,0,3,2,,,,,,
521,529,3754,"Zhurinskii Mys, Lena River",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,2,0,2,1,1,1,1,1,1,
382.7,387.7,2475,"Pillara Range, Canning Basin",Australia,Pillara,Devonian,Middle Devonian,Givetian,10,2,0,4,1,,,,2,,
0,5.3,2947,"Sahul Shelf, offshore",Australia,,Neogene,Pliocene,Pliocene-Pleistocene?,32,1,1,,3,,,,4,,400
208.5,214,98,"Pualaca, NE-Timor",Timor,,Triassic,Upper Triassic,upper Norian,18,2,0,2,3,,,,3,,
358.9,372.2,3898,"Napier Range, Canning Basin",Australia,Napier,Devonian,Upper Devonian,Famennian,11,2,0,4,1,,1,,2,,
372.2,382.7,1575,"McWhae Ridge, Canning Basin",Australia,Sadler + Virgin Hills,Devonian,Upper Devonian,Frasnian,10,2,0,1,3,,,,4,,350
358.9,372.2,3899,"Casey Falls, McWhae Ridge",Australia,Virgin Hills,Devonian,Upper Devonian,Famennian,11,2,0,4,1,,1,,2,,
372.2,382.7,4017,"Guppy Hills, Canning Basin",Australia,Pillara,Devonian,Upper Devonian,lower Frasnian,10,3,0,2,1,,1,,1,,
514,521,1745,"Oj-Muran, Lena River",Russia,,Cambrian,Series 2,Atdabanian,1,3,0,2,1,,,,1,,800
358.9,372.2,1579,"Horseshoe Range, Canning Basin",Australia,,Devonian,Upper Devonian,lower Famennian,10,3,0,1,2,,,,3,,350
208.5,228,161,Buru,Indonesia,,Triassic,Upper Triassic,Norian,18,2,0,2,,,,,,,
497,509,3033,Kanggye,North Korea,Choson Supergroup,Cambrian,Series 3,Middle Cambrian,2,1,0,4,2,100,,,,,5
0,5.3,2945,"Echo Shoal, Sahul Shelf, offshore",Australia,,Neogene,Pliocene,Pliocene-Pleistocene?,32,1,1,,3,,,,4,,400
382.7,387.7,2413,E Canning Basin,Australia,,Devonian,Middle Devonian,middle Givetian,10,3,0,1,2,,,,3,,
16,20.4,3234,"Mullamullang Cave, Eucla Basin",Australia,Nullarbor Limestone,Neogene,Miocene,Burdigalian,31,2,0,4,1,,,,,,
521,529,1833,"Khara-Ulakh Mts., Siberia",Russia,Tyuser,Cambrian,Terreneuvian,Tommotian,1,3,0,2,1,,,,1,,20
521,529,3761,"Chekurovka, Tuora-Sis Mountains, Lena River",Russia,Tyuser,Cambrian,Terreneuvian,Tommotian,1,2,0,2,2,,,,1,,
16,23,2334,"Rama Ride, Banda Sea",Indonesia,,Neogene,Miocene,lower Miocene,31,2,1,1,,,,,,,
11.6,16,2091,"JA90-23, Eucla Shelf, Great Austr",Australia,,Neogene,Miocene,Middle Miocene,31,1,1,1,3,,,,4,,475
0.8,2.6,3933,"Kochinda area, S Okinawa",Japan,Naha,Quarternary,Pleistocene,lower-middle Pleistocene,33,2,0,1,,,,,,,
2.6,5.3,2052,"Shuri, Okinawa",Japan,,Neogene,Pliocene,Pliocene,32,2,0,1,2,,,,,,1100
0.8,2.6,3932,"Chuo-Morioka quarries, central Okinawa",Japan,Sobe,Quarternary,Pleistocene,lower-middle Pleistocene,33,2,0,1,,,,,,,
2.6,3.6,2943,Obi,Indonesia,,Neogene,Pliocene,late Pliocene,32,2,0,1,,,,,,,
13.8,16,3235,"Forrest, Eucla Basin",Australia,Nullarbor Limestone,Neogene,Miocene,Langhian,31,2,0,2,1,,1,,1,,
458.4,467.3,4089,"Yeongwol County, Yeongheung Fm",South Korea,Yeongheung,Ordovician,Middle Ordovician,Darriwilian,5,1,0,1,1,1,1,1,1,,
307,315.2,3376,Danyang Area,South Korea,Geumcheon,Carboniferous,Pennsylvanian,Moscovian,13,2,0,4,1,,1,,1,,
477.7,485.4,4360,"Araetgol section, Yeongwol",South Korea,Mungok,Ordovician,Lower Ordovician,Tremadocian,3,2,0,3,1,1,1,1,1,1,
0,2.6,3454,"Yoron-jima, Unit 1",Japan,,Quarternary,Pleistocene,Pleistocene,33,2,0,1,2,45,2,,3,1500,
358.9,372.2,2382,"Carlton Shelf, Bonaparte Gulf, Wester",Australia,Ningbing Group,Devonian,Upper Devonian,late Famennian,11,3,0,1,3,,,,4,,
23,33.9,3424,"Pisang reef, dredge 403, Licupara Block",Indonesia,,Paleogene,Oligocene,Early-Late Oligocene,29,2,1,,,,,,,,
0,2.6,3450,"Kunigami-misaki, Okierabu-jima, lower unit",Japan,,Quarternary,Pleistocene,Pleistocene,33,2,0,1,2,90,2,,4,8000,
0,2.6,3451,"Kunigami-misaki, Okierabu-jima, upper unit",Japan,,Quarternary,Pleistocene,Pleistocene,33,2,0,1,2,45,2,,4,7000,
208.5,228,73,W-Ceram,Indonesia,Asinepe Limestone,Triassic,Upper Triassic,Norian,18,2,0,1,2,,,,3,,15
458.4,467.3,4060,Taebaeksan Basin,South Korea,Duwibong,Ordovician,Middle Ordovician,Darriwilian,5,2,0,2,1,7,,,,,
0,2.6,3452,"Toku-no-shima, Unit 1",Japan,,Quarternary,Pleistocene,Pleistocene,33,2,0,1,2,90,2,,4,3000,
0,2.6,3453,"Toku-no-shima, Unit 3",Japan,,Quarternary,Pleistocene,Pleistocene,33,2,0,1,2,70,2,,4,10000,15
11.6,16,2092,"Eucla Shelf E, Great Austr",Australia,,Neogene,Miocene,Middle Miocene,31,1,1,1,3,250,,,4,6500,475
497,509,4033,NE Taebaek Basin,South Korea,Daegi,Cambrian,Series 3,Middle Cambrian,2,3,0,2,2,14,,,,,
477.7,485.4,3154,"Taebek, East South Korea",South Korea,Dumugol,Ordovician,Lower Ordovician,Tremadocian,3,2,0,3,1,2,1,2,1,4,
470,477.7,4042,Seokgaejae pass,South Korea,Dumugol,Ordovician,Lower Ordovician,Floian,4,3,0,2,1,,1,,,,
468,472,3226,"Taebaek, mideast Korea",South Korea,Makkol,Ordovician,Middle Ordovician,upper Arenigian-Llanvirnian,4,2,0,2,1,1,1,1,1,4,
521,529,95,"Aldan River, Siberia",Russia,,Cambrian,Terreneuvian,Tommotian,1,2,0,1,1,,,,1,,
201.3,214,74,Central Ceram,Indonesia,Asinepe Limestone,Triassic,Upper Triassic,Sevatian-Rhaetian,18,2,0,1,2,,,,3,,20
0.1,0.8,3934,"Kikai Island, Ryukyu",Japan,,Quarternary,Pleistocene,middle Pleistocene,33,2,0,1,2,45,,,,,
2.6,3.6,2051,"Kikai-shima, Ryukyu Islands",Japan,Riukiu Limestone,Neogene,Pliocene,late Pliocene,32,3,0,1,2,80,,,,,1100
0,0.1,3941,N Kikai Island,Japan,,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,2,,2,,3,,
72.1,83.6,2459,"Onoura, Amakusa-Shimo-shima",Japan,,Cretaceous,Upper Cretaceous,upper Campanian,26,2,0,4,,,,,,,
72.1,83.6,2460,"Hirasezaki, Shimo-koshiki-shima",Japan,,Cretaceous,Upper Cretaceous,upper Campanian,26,2,0,4,,,,,,,
509,514,4253,"Tipperary area, Kordephyton-Jawonya-Wagima",Australia,Tindall Limestone,Cambrian,Series 2,upper Botomian,1,3,0,2,1,,,,,,
521,529,3024,"NE Amadeus Basin, Northern Territory",Australia,Todd River Dolomite,Cambrian,,Lower Cambrian,1,2,0,,1,8,1,,1,20,
208.5,228,166,"Kuma River, Kyushu",Japan,Konose Group,Triassic,Upper Triassic,Norian,18,2,0,1,2,,,,3,,5
509,521,2875,"Amga River II, Yakutiya, Siberia",Russia,,Cambrian,Series 2,Lenian-Amgaian,1,1,1,1,2,,,,4,,
509,521,2876,"Amga River II, Yakutiya, Siberia",Russia,,Cambrian,Series 2,Lenian-Amgaian,1,2,1,2,2,,,,4,,100
157.3,163.5,1251,Ebirase-Shiroki area,Japan,,Jurassic,Upper Jurassic,Oxfordian,21,1,0,1,1,,,,1,,200
521,529,3023,"NE Amadeus Basin, Northern Territory",Australia,Todd River Dolomite,Cambrian,,Lower Cambrian,1,2,0,1,2,40,,,,,
16,23,4184,Kasim and Walio,Indonesia,Kais,Neogene,Miocene,Early Miocene,31,1,0,2,3,,3,,,,
310,312,256,Nishino-dai,Japan,,Carboniferous,Pennsylvanian,upper Atokan,13,3,0,1,1,,,,2,,1
315.2,330.9,258,"Minamidai, Akiyoshi-dai",Japan,,Carboniferous,Mississippian,Serpukhovian-Bashkirian,12,2,0,1,2,,,,3,,10
2.6,3.6,3808,"Daito Islands, Okinawa",Japan,Daito,Neogene,Pliocene,Upper Pliocene,32,3,0,1,,,,,,,
0,0.1,3809,"Daito Islands, Okinawa",Japan,Kaigunbo,Quarternary,Pleistocene,upper Pleistocene,33,3,0,1,,,,,,,
265.1,268.8,4048,Shigeyasu Mine,Japan,Akiyoshi Limestone,Permian,Guadalupian,Murghabian,16,3,0,1,,,,,,,
315.2,330.9,259,"Ryugoho, Akiyoshi-dai",Japan,,Carboniferous,Mississippian,Serpukhovian-Bashkirian,12,2,0,1,1,,,,1,,10
521,529,3375,"Malyi Chaydakh (Mount Konus) Section, Siberia",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,3,0,2,1,,,,1,,50
336,345,257,Akiyoshi-dai,Japan,,Carboniferous,Mississippian,middle-upper Visean,12,2,0,1,2,40,,,3,,10
295,298.9,346,Sumitomo quarry,Japan,,Permian,Cisuralian,Asselian,14,2,0,2,,,,,,,
283.5,290.1,347,Sumitomo quarry,Japan,Akiyoshi Limestone,Permian,Cisuralian,Artinskian,15,2,0,2,,,,,,,
315.2,323.2,4433," Minami-dai, Akiyoshi Limestone Group",Japan,unknown,Carboniferous,Pennsylvanian,Bashkirian,13,2,1,1,3,400,3,350,3,400,
2.6,5.3,3151,"Kita-daito-jima, Philippine Sea",Japan,,Neogene,Pliocene,Pliocene,32,2,1,1,2,45,3,,4,,5
11.6,16,3152,"Kita-daito-jima, Philippine Sea",Japan,,Neogene,Miocene,Middle Miocene,31,2,1,1,2,100,3,,4,,5
5.3,11.6,3153,"Kita-daito-jima, Philippine Sea",Japan,,Neogene,Miocene,Upper Miocene,32,2,1,1,2,50,3,,4,,5
251.8,251.9,1722,"Takachiho, Kyushu",Japan,,Triassic,Lower Triassic,Griesbachian,17,3,0,3,1,,,,2,,
16,23,2102,"Klamono, New Guinea",Indonesia,Kais,Neogene,Miocene,lower Miocene,31,2,1,1,2,90,,,3,,
11.6,16,2103,"Klamono, New Guinea",Indonesia,,Neogene,Miocene,Middle Miocene,31,2,1,1,3,250,,,3,,
5.3,11.6,2104,"Klamono, New Guinea",Indonesia,,Neogene,Miocene,Upper Miocene,32,2,1,1,3,150,,,3,,
2.6,3.6,3244,"Takanabe, Kyushu",Japan,Takanabe,Neogene,Pliocene,Upper Pliocene,32,3,0,2,1,5,1,5,2,50,
497,509,2717,"Amgar River, S Siberia",Russia,,Cambrian,Series 3,Amgan,2,2,0,4,1,1,,,2,,5
521,529,1831,"Gonam, Siberia",Russia,Pestrotsvet,Cambrian,Terreneuvian,Tommotian,1,3,0,2,1,,,,1,,50
445.2,450,2501,"Otvorot River, Verkhoyan Range",Russia,,Ordovician,Upper Ordovician,upper Ashgillian,5,3,0,2,1,,,,,,
514,521,3760,Selinde River (SE Aldan Shield),Russia,Pestrotsvet,Cambrian,Series 2,Atdabanian,1,2,0,2,1,1,1,2,1,2,
139.8,152.1,3336,"Nomura, Shikoku",Japan,Yatsuji,Jurassic,Upper Jurassic,Tithonian/Berriasian,22,2,0,2,2,,,,3,,15
254.1,259.8,141,"Nakhodka, Primorsky",Russia,Lyudyanza,Permian,Lopingian,Wuchiapingian,16,2,0,1,2,,,,3,,10
509,521,3768,"Knorring, Khanka Massif, Primorye",Russia,Dmitriyevskaya,Cambrian,Series 2,Lenian,1,1,0,2,2,,2,,2,,
11.6,16,2109,"Wiriagar, New Guinea",Indonesia,,Neogene,Miocene,Middle Miocene,31,2,1,1,3,,,,3,,
5.3,11.6,2110,"Wiriagar, New Guinea",Indonesia,,Neogene,Miocene,Upper Miocene,32,2,1,1,3,,,,3,,
157.3,163.5,1252,"Inomine, Kaisekiyama belt",Japan,,Jurassic,Upper Jurassic,Oxfordian,21,1,0,1,1,,,,1,,200
268.8,272.3,140,"Partizansk, Primorsky",Russia,,Permian,Cisuralian,Kazanian,15,2,0,2,2,,,,2,,20
