min_ma,max_ma,r_number,name,country,formation,system,series,intervall,time_slice,reliabilit,subsurface,type,thickness,m_thick,width,m_width,extension,m_ext,ext_belt
66,72.1,1954,"Cuatretonda, Valencia",Spain,,Cretaceous,Upper Cretaceous,lower Maastrichtian,26,3,0,2,1,1,,,2,45,
33.9,38,4063,Ainsa-Jaca Basin,Spain,Arguis,Paleogene,Eocene,Priabonian,29,1,0,,3,,,,,,
21,22,1986,"Gamachot near Villandraut, Bazadais, Gironde",France,,Neogene,Miocene,middle Aquitanian,30,3,0,4,1,1,,,3,,
33.9,38,4003,"Penaguila, Valencia",Spain,,Paleogene,Eocene,Upper Eocene,29,2,0,1,2,15,2,,3,,
310,315.2,3407,"Tantes Mound, Pyrenees",France,Calcaire de l'Iraty,Carboniferous,Pennsylvanian,lower Moscovian,13,3,0,3,2,15,1,,2,,
152.1,157.3,465,Meillon,France,,Jurassic,Upper Jurassic,lower Kimmeridgian,21,3,0,4,1,,,,2,,20
72.1,83.6,3224,"Tabernes de Valldigna, Valencia",Spain,Caliza con Hippurites,Cretaceous,Upper Cretaceous,Campanian,26,2,0,4,1,3,1,,2,,
152.1,157.3,2764,Santa Cruz,Portugal,,Jurassic,Upper Jurassic,upper Kimmeridgian,21,3,0,1,1,,,,1,,
152.1,157.3,2762,"Consolaçao, S-Peniche",Portugal,,Jurassic,Upper Jurassic,lower Kimmeridgian,21,3,0,4,1,,,,3,,
152.1,157.3,2763,"Consolaçao, S-Peniche",Portugal,,Jurassic,Upper Jurassic,upper Kimmeridgian,21,3,0,1,1,,,,1,,
5.3,7.3,3579,"Hammar Semmoumet Reef, Mascara",Algeria,,Neogene,Miocene,Messinian,32,3,0,1,,,,,1,,12
166.1,168.3,3326,Perrières,France,Grès armoricain,Jurassic,Middle Jurassic,Bathonian,20,2,0,1,,,,,,,
20.4,23,671,Offshore Valencia,Spain,,Neogene,Miocene,Aquitanian,30,2,1,1,2,,,,4,,20
7.3,11.6,672,Offshore Valencia II,Spain,,Neogene,Miocene,Tortonian,32,2,0,1,2,,,,4,,20
157.3,163.5,397,"Palmers Wood, England",United Kingdom,,Jurassic,Upper Jurassic,Oxfordian,21,2,0,1,2,,,,3,,45
157.3,163.5,2144,"Tattsfield, Weald, England",United Kingdom,,Jurassic,Upper Jurassic,Oxfordian,21,2,1,1,2,,,,2,,
157.3,163.5,3173,"Blonville, Normandy",France,Coral Rag de Trouville,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,1,,,,,,,
166.1,168.3,3325,Aubry en Exmes,France,Grès armoricain,Jurassic,Middle Jurassic,Bathonian,20,2,0,1,1,6,,,,,
129.4,132.9,2842,Maestrazgo and Aliaga-Penyagolosa Basins,Spain,Llacova,Cretaceous,Lower Cretaceous,upper Hauterivian,23,2,0,1,1,3,,,1,20,
129.4,132.9,3364,"Cati, Maestrat ,lower reef",Spain,Llacova,Cretaceous,Lower Cretaceous,upper Hauterivian,23,3,0,1,1,2,,,1,20,
120,125,3536,"Benicàssim, El Molto, Maestrat Basin",Spain,Villaroya,Cretaceous,Lower Cretaceous,lower Aptian,23,2,0,1,2,60,2,,2,,
113,125,3551,"Benicàssim, El Molto, Maestrat Basin",Spain,Benassal,Cretaceous,Lower Cretaceous,upper Aptian,24,3,0,1,2,25,2,,2,,
100.5,113,1322,SE-Aquitaine Basin,France,,Cretaceous,Lower Cretaceous,Vraconian,24,3,1,2,1,,,,2,,100
11.6,13.8,668,Jebel Chott,Algeria,,Neogene,Miocene,Serravallian,31,3,0,1,2,,,,,,
157.3,163.5,544,"Upware, England",United Kingdom,West Walton Beds,Jurassic,Upper Jurassic,middle Oxfordian,21,3,0,4,1,2,1,10,1,20,50
89.8,93.9,2604,"Angoulème, Charentes",France,,Cretaceous,Upper Cretaceous,Turonian,25,2,0,1,1,,,,1,,
152.1,157.3,2765,Alcobaça,Portugal,,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,4,1,,,,4,,7
61.6,66,2786,"NE Tarbes, Aquitaine",France,,Paleogene,Paleocene,upper Danian,27,3,1,1,2,,3,,4,,100
323.2,330.9,2126,"Ardengost, Pyreneans",France,,Carboniferous,Mississippian,Serpukhovian,12,3,0,3,2,,,,3,,3
89.8,93.9,2395,"Aucors, Aquitaine Basin",France,Bourg-des-Maisons,Cretaceous,Upper Cretaceous,upper Turonian,25,3,0,4,1,,,,2,,150
47.8,56,3664,"Turbon anticline, Campo-Tremp area",Spain,,Paleogene,Eocene,Ilerdian,27,3,0,2,1,10,2,,3,500,
157.3,163.5,398,"Detention, England",United Kingdom,,Jurassic,Upper Jurassic,Oxfordian,21,2,1,4,2,,,,2,,45
47.8,56,3662,"Serraduy, Campo-Tremp area",Spain,,Paleogene,Eocene,Ilerdian,27,3,0,1,2,30,2,100,3,,10
47.8,56,3663,"Col de Vent, Campo-Tremp area",Spain,,Paleogene,Eocene,Ilerdian,27,3,0,1,1,,1,,2,,10
157.3,157.3,454,"Belleme, Normandy",France,,Jurassic,Upper Jurassic,Oxfordian/Kimmeridgian,21,2,0,3,1,,,,3,,
3.6,5.3,4035,Sant Onofre,Spain,,Neogene,Pliocene,lower Pliocene,32,3,0,4,1,,1,,1,,
382.7,387.7,1598,Jebel Tamamate,Algeria,,Devonian,Middle Devonian,lower Givetian,10,3,0,3,2,,,,2,,5
86.3,89.8,1183,Montsec,Spain,,Cretaceous,Upper Cretaceous,Coniacian,25,2,0,4,1,,,,2,,25
72.1,83.6,1184,Montsec II,Spain,,Cretaceous,Upper Cretaceous,Campanian,26,2,0,2,1,,,,2,,
83.6,89.8,3473,"St. Corneli, Tremp, Cataluna",Spain,Montagut,Cretaceous,Upper Cretaceous,Coniacian/Santonian,25,2,0,1,,,,,,,
83.6,86.3,3474,"St. Corneli, Tremp, Cataluna",Spain,Sant Corneli-Valcarga,Cretaceous,Upper Cretaceous,Santonian,25,2,0,1,,,,,,,
382.7,387.7,1595,Gara Azzel Matti,Algeria,,Devonian,Middle Devonian,lower Givetian,10,3,0,3,2,,,,3,,10
86.3,89.8,3110,"Flamicell Valley, Tremp",Spain,Congost,Cretaceous,Upper Cretaceous,lowermost Coniacian,25,3,0,1,2,,,,,,
89.8,93.9,3613,"Perigord Noir, Dordogne",France,Gour-de-l'Arche,Cretaceous,Upper Cretaceous,upper Turonian,25,3,0,4,1,,,,2,,150
72.1,83.6,2625,Tremp-Pobla de Segur,Spain,Vallcarga,Cretaceous,Upper Cretaceous,Campanian,26,2,0,1,,,,,,,
83.6,86.3,1285,"Collades de Basturs, Lleida",Spain,Sant Corneli,Cretaceous,Upper Cretaceous,upper Santonian,25,3,0,3,2,,,,3,,5
237,242,2345,"Montral, Tarragona",Spain,,Triassic,Middle Triassic,middle Ladinian,17,3,0,1,2,,,,2,,10
237,242,56,La Riba,Spain,,Triassic,Middle Triassic,upper Ladinian,17,3,0,3,2,,3,,4,2000,20
382.7,387.7,1597,Oued Ouzdaf,Algeria,,Devonian,Middle Devonian,lower Givetian,10,3,0,3,2,,,,3,,10
382.7,387.7,1596,Gouiret es Soud,Algeria,,Devonian,Middle Devonian,lower Givetian,10,3,0,3,2,,,,3,,15
113,125,2450,"Segre Valley, Pyrenees",Spain,Senyus,Cretaceous,Lower Cretaceous,upper Aptian,24,3,0,4,1,1,,,2,,20
166.1,168.3,3923,"Saint-Gaultier, Creuse Valley",France,,Jurassic,Middle Jurassic,lower Bathonian,20,3,0,4,1,,,,,,
7.3,11.6,969,Barcelona-Tarragona,Spain,,Neogene,Miocene,Tortonian,32,3,0,1,2,,,,4,,70
